AÑO;MES;CONGLOME;VIVIENDA;HOGAR;UBIGEO;DOMINIO;ESTRATO;PERIODO;TIPENC;FECENT;RESULT;PANEL;P22;P23;P24A;P24B;P25$1;P25$2;P25$3;P25$4;P25$5;P101;P102;P103;P103A;P104;P104A;P104B1;P104B2;P105A;P105B;P106;P106A;P106B;P107B1
2023;7;5231;55;11;21804;5;7;5;3;20230729;1;1;2;     .;1;1;0;1;0;1;0;1;3;5;4;4;3;2;2;2; ;150;2; ;2
2023;7;5231;56;11;21804;5;7;5;3;20230727;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5231;130;11;21804;5;7;5;3;20230726;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5231;141;11;21804;5;7;5;3;20230727;1;1;2;     .;1;1;0;1;0;1;0;1;3;6;4;3;1;2;2;2; ;50;2; ;2
2023;7;5231;144;11;21804;5;7;5;3;20230726;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5231;145;11;21804;5;7;5;3;20230728;1;1;2;     .;3;3;0;1;0;1;0;1;3;6;4;3;2;2;2;6; ;100; ; ;2
2023;7;5231;150;11;21804;5;7;5;3;20230728;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5231;155;11;21804;5;7;5;3;20230726;1;1;2;     .;3;3;0;0;0;1;0;1;3;6;4;8;2;2;2;2; ;150;2; ;2
2023;7;5263;10;11;20101;5;3;2;3;20230712;1;1;2;     .;1;2;1;0;1;1;0;1;1;2;1;3;2;1;1;2; ;500;1;1;2
2023;7;5263;26;11;20101;5;3;2;3;20230713;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5263;42;11;20101;5;3;2;3;20230712;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5263;59;11;20101;5;3;2;3;20230716;1;1;2;     .;2;3;1;0;1;1;0;1;1;3;1;5;3;1;1;2; ;1000;1;1;2
2023;7;5263;77;11;20101;5;3;2;3;20230717;1;2;2;     .;1;1;1;0;1;1;0;1;1;5;4;13;9;1;1;2; ;650;1;1;2
2023;7;5263;108;11;20101;5;3;2;3;20230716;2;1;1;20601;1;3;1;0;1;1;0;1;1;5;1;4;2;1;1;6; ;1500; ; ;2
2023;7;5263;121;11;20101;5;3;2;3;20230718;1;1;2;     .;1;3;1;0;1;1;0;1;3;3;4;5;3;3;3;2; ;500;1;1;2
2023;7;5263;168;11;20101;5;3;2;3;20230712;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5657;129;11;40409;6;7;5;3;20230725;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5657;131;11;40409;6;7;5;3;20230729;2;1;2;     .;3;3;1;0;1;1;0;1;3;5;4;3;2;2;2;2; ;50;1;1;2
2023;7;5657;329;11;40409;6;7;5;3;20230727;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5657;343;11;40409;6;7;5;3;20230727;1;1;1;40409;3;3;0;0;0;1;0;1;3;6;4;1;1;2;2;2; ;50;2; ;2
2023;7;5657;345;11;40409;6;7;5;3;20230727;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;4;3;2;2;2;2; ;50;1;1;2
2023;7;5657;346;11;40409;6;7;5;3;20230727;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5657;347;11;40409;6;7;5;3;20230726;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5657;348;11;40409;6;7;5;3;20230726;1;1;2;     .;3;3;0;0;0;0;1;5;6;6;7;1;1; ; ;2; ;40;2; ;2
2023;7;5691;8;11;50101;5;2;1;3;20230719;1;1;1;70104;1;1;1;0;1;1;0;1;1;3;1;4;3;1;1;2; ;500;1;1;2
2023;7;5691;22;11;50101;5;2;1;3;20230725;2;1;2;     .;1;1;1;1;0;1;0;1;1;1;1;5;3;1;1;2; ;1500;1;1;2
2023;7;5691;35;11;50101;5;2;1;3;20230707;1;1;2;     .;3;3;1;0;1;1;0;1;1;3;1;11;10;1;1;2; ;99999;2; ;2
2023;7;5691;48;11;50101;5;2;1;3;20230726;1;1;2;     .;1;2;1;0;1;1;0;1;1;5;1;2;1;3;3;1;500; ; ; ;2
2023;7;5691;102;11;50101;5;2;1;3;20230705;1;2;2;     .;3;3;1;0;1;1;0;4;1;3;1;1;0;3;3;1;230; ; ; ;2
2023;7;5691;115;11;50101;5;2;1;3;20230707;1;1;2;     .;1;3;1;0;1;1;0;1;1;5;1;4;1;1;1;2; ;800;1;1;2
2023;7;5691;128;11;50101;5;2;1;3;20230712;1;1;2;     .;1;1;1;0;1;1;0;3;1;5;4;2;1;2;2;6; ;200; ; ;2
2023;7;5691;141;11;50101;5;2;1;3;20230725;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5863;6;11;60101;4;2;2;3;20230712;1;2;2;     .;2;2;1;0;1;1;0;4;1;3;5;2;1;1;1;2; ;100;1;1;2
2023;7;5863;17;11;60101;4;2;2;3;20230714;1;1;2;     .;3;1;1;0;1;1;0;1;3;5;3;3;2;2;2;6; ;300; ; ;2
2023;7;5863;40;11;60101;4;2;2;3;20230715;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5863;51;11;60101;4;2;2;3;20230713;2;1;2;     .;3;3;1;0;1;1;0;1;3;3;4;4;3;2;2;2; ;800;2; ;2
2023;7;5863;61;11;60101;4;2;2;3;20230715;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5863;73;11;60101;4;2;2;3;20230715;1;1;2;     .;2;1;1;0;1;1;0;1;3;5;3;3;2;1;2;2; ;800;2; ;2
2023;7;5892;27;11;60601;4;5;1;3;20230706;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5892;78;11;60601;4;5;1;3;20230707;1;1;2;     .;3;3;0;1;0;1;0;1;1;5;1;4;2;2;2;2; ;100;1;1;2
2023;7;5892;104;11;60601;4;5;1;3;20230710;1;1;1;140112;3;1;1;1;0;1;0;1;3;5;4;3;2;2;2;2; ;200;1;2;2
2023;7;5892;151;11;60601;4;5;1;3;20230706;1;1;1;60614;3;1;0;1;0;1;0;1;3;5;4;2;1;1;2;2; ;100;2; ;2
2023;7;5892;177;11;60601;4;5;1;3;20230705;1;1;2;     .;3;1;0;1;0;1;0;1;3;6;4;4;3;2;2;2; ;70;1;1;2
2023;7;5892;198;11;60601;4;5;1;3;20230710;1;2;2;     .;1;3;0;1;0;1;0;2;1;5;1;1;1;2;2;6; ;100; ; ;2
2023;7;5924;1;11;60801;7;7;3;3;20230721;1;1;2;     .;4;3;0;1;0;1;0;1;3;6;4;2;1;2;2;2; ;50;2; ;2
2023;7;5924;74;11;60801;7;7;3;3;20230720;1;1;2;     .;1;1;1;0;0;1;0;1;1;5;4;5;2;2;2;2; ;80;2; ;2
2023;7;5924;101;11;60801;7;7;3;3;20230720;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5924;102;11;60801;7;7;3;3;20230720;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;5924;103;11;60801;7;7;3;3;20230720;1;1;2;     .;3;3;1;0;0;1;0;1;3;5;4;1;0;2;2;6; ;40; ; ;2
2023;7;5924;120;11;60801;7;7;3;3;20230723;1;1;2;     .;3;2;1;0;0;1;0;1;3;5;4;4;3;2;2;2; ;150;2; ;2
2023;7;5924;130;11;60801;7;7;3;3;20230720;1;2;2;     .;3;1;1;0;0;1;0;1;3;4;4;2;1;2;2;1;100; ; ; ;2
2023;7;5924;131;11;60801;7;7;3;3;20230720;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6079;18;11;70106;8;1;3;3;20230730;2;1;2;     .;4;2;0;1;0;1;0;1;7;5;4;4;3;2;2;1;200; ; ; ;2
2023;7;6079;40;11;70106;8;1;3;3;20230716;1;1;2;     .;4;1;0;1;0;1;0;1;3;5;4;4;2;2;2;2; ;200;2; ;2
2023;7;6079;105;11;70106;8;1;3;3;20230715;1;1;2;     .;1;3;0;1;0;1;0;1;7;5;4;3;2;1;2;2; ;300;2; ;2
2023;7;6079;128;11;70106;8;1;3;3;20230716;2;1;2;     .;4;1;0;1;0;1;0;1;7;5;4;3;2;2;2;2; ;150;2; ;2
2023;7;6079;150;11;70106;8;1;3;3;20230730;3;1; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6079;192;11;70106;8;1;3;3;20230715;2;1;2;     .;1;3;0;1;0;1;0;1;7;5;4;1;0;2;2;6; ;200; ; ;2
2023;7;6186;9;11;80104;6;2;3;3;20230713;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6186;33;11;80104;6;2;3;3;20230712;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6186;45;11;80104;6;2;3;3;20230713;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6186;70;11;80104;6;2;3;3;20230714;2;1;2;     .;1;1;0;1;0;1;0;2;1;4;3;4;3;1;1;6; ;1000; ; ;2
2023;7;6186;80;11;80104;6;2;3;3;20230715;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6186;95;11;80104;6;2;3;3;20230715;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6186;104;11;80104;6;2;3;3;20230715;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6186;127;11;80104;6;2;3;3;20230713;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6289;59;11;80407;6;7;5;3;20230726;1;1;2;     .;3;3;0;1;0;0;0;1;3;6;3;3;1;2;2;2; ;50;2; ;2
2023;7;6289;63;11;80407;6;7;5;3;20230730;2;1;2;     .;3;3;0;1;0;1;0;1;3;4;3;6;2;2;2;2; ;500;2; ;2
2023;7;6289;163;11;80407;6;7;5;3;20230728;1;1;2;     .;3;2;0;1;0;0;0;1;3;4;3;4;2;2;2;2; ;150;2; ;2
2023;7;6289;164;11;80407;6;7;5;3;20230727;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6289;165;11;80407;6;7;5;3;20230802;1;1;1;80407;3;3;0;1;0;1;0;1;3;6;3;4;4;2;2;2; ;100;2; ;2
2023;7;6289;167;11;80407;6;7;5;3;20230727;1;1;2;     .;3;3;0;1;0;1;0;1;3;4;3;2;2;2;2;2; ;80;2; ;2
2023;7;6289;169;11;80407;6;7;5;3;20230802;1;1;1;80407;3;3;0;1;0;0;0;1;3;4;3;4;2;2;2;2; ;80;2; ;2
2023;7;6289;173;11;80407;6;7;5;3;20230727;1;1;2;     .;3;3;0;0;0;0;1;1;3;6;3;1;1;2;2;2; ;50;2; ;2
2023;7;6362;16;11;90101;5;4;1;3;20230708;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6362;93;11;90101;5;4;1;3;20230707;1;1;2;     .;3;3;1;0;1;1;0;1;3;6;3;3;2;2;2;2; ;50;2; ;2
2023;7;6362;111;11;90101;5;4;1;3;20230708;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6362;132;11;90101;5;4;1;3;20230731;2;1;2;     .;3;3;1;0;1;1;0;1;1;5;1;2;2;2;2;6; ;150; ; ;2
2023;7;6362;145;11;90101;5;4;1;3;20230801;1;1;1;120134;1;1;1;0;1;1;0;1;1;5;1;4;2;2;2;2; ;500;2; ;2
2023;7;6362;166;11;90101;5;4;1;3;20230711;2;1;2;     .;3;3;1;0;1;1;0;1;1;5;1;5;2;2;2;2; ;700;2; ;2
2023;7;6618;59;11;100103;5;7;5;3;20230725;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6618;60;11;100103;5;7;5;3;20230726;1;1;2;     .;4;3;0;1;0;0;0;1;7;6;4;2;1;2;2;2; ;40;2; ;2
2023;7;6618;62;11;100103;5;7;5;3;20230725;1;1;2;     .;3;2;0;1;0;1;0;1;4;6;4;5;1;2;2;2; ;150;2; ;2
2023;7;6618;68;11;100103;5;7;5;3;20230731;1;1;1;100601;3;3;0;1;0;0;0;1;4;6;4;5;2;2;2;2; ;100;2; ;2
2023;7;6618;132;11;100103;5;7;5;3;20230726;1;1;1;100103;3;3;0;0;0;0;1;1;1;5;4;4;2;2;1;2; ;50;2; ;2
2023;7;6618;142;11;100103;5;7;5;3;20230725;1;1;1;100103;3;3;0;0;0;0;1;1;1;5;4;3;1;2;1;2; ;30;2; ;2
2023;7;6618;144;11;100103;5;7;5;3;20230725;1;1;2;     .;3;3;0;0;0;0;1;1;4;6;4;1;0;2;2;2; ;30;2; ;2
2023;7;6618;157;11;100103;5;7;5;3;20230726;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6673;10;11;110102;2;2;3;3;20230801;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6673;31;11;110102;2;2;3;3;20230802;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;3;2;2;2;2; ;400;1;1;2
2023;7;6673;72;11;110102;2;2;3;3;20230724;2;1;2;     .;3;3;1;0;1;1;0;1;7;5;4;3;2;2;2;3; ;300;1;1;2
2023;7;6673;92;11;110102;2;2;3;3;20230718;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;3;2;1;1;2; ;350;1;1;2
2023;7;6673;113;11;110102;2;2;3;3;20230724;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;6;4;2;2;3; ;350;1;1;2
2023;7;6673;134;11;110102;2;2;3;3;20230801;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6837;3;11;110305;2;4;4;3;20230723;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6837;19;11;110305;2;4;4;3;20230723;1;2;2;     .;1;1;1;0;1;1;0;1;1;5;1;4;3;1;1;2; ;600;1;1;2
2023;7;6837;36;11;110305;2;4;4;3;20230723;1;1;2;     .;1;1;1;0;1;1;0;1;1;5;1;3;2;1;1;2; ;300;1;1;2
2023;7;6837;70;11;110305;2;4;4;3;20230723;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;4;3;2;2;2; ;300;1;1;2
2023;7;6837;103;11;110305;2;4;4;3;20230722;1;1;2;     .;2;3;1;0;1;1;0;1;3;5;5;3;3;2;2;6; ;500; ; ;2
2023;7;6837;119;11;110305;2;4;4;3;20230723;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;2;1;1;1;2; ;400;1;1;2
2023;7;6864;2;11;110107;2;8;2;3;20230709;2;1;2;     .;1;1;1;0;0;1;0;1;1;3;1;5;3;3;3;6; ;99999; ; ;2
2023;7;6864;3;11;110107;2;8;2;3;20230709;1;1;2;     .;1;1;1;0;0;1;0;1;1;3;1;6;4;2;2;6; ;600; ; ;2
2023;7;6864;4;11;110107;2;8;2;3;20230707;1;1;2;     .;1;1;1;0;0;1;0;1;1;3;1;2;1;1;1;2; ;300;1;1;2
2023;7;6864;70;11;110107;2;8;2;3;20230709;1;1;2;     .;1;2;1;0;0;1;0;1;1;5;1;2;1;2;2;2; ;300;2; ;2
2023;7;6864;71;11;110107;2;8;2;3;20230709;1;1;2;     .;1;1;0;1;0;1;0;1;1;2;1;4;3;2;2;2; ;350;2; ;2
2023;7;6864;72;11;110107;2;8;2;3;20230706;1;1;2;     .;4;3;0;1;0;1;0;1;7;5;4;1;0;2;2;6; ;150; ; ;2
2023;7;6864;73;11;110107;2;8;2;3;20230709;1;1;2;     .;1;1;0;1;0;1;0;1;1;2;1;6;4;2;2;2; ;350;1;1;2
2023;7;6864;74;11;110107;2;8;2;3;20230708;1;1;2;     .;3;3;0;1;0;1;0;1;5;5;5;1;0;2;2;6; ;200; ; ;2
2023;7;6899;10;11;120114;5;2;1;3;20230630;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6899;30;11;120114;5;2;1;3;20230628;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6899;50;11;120114;5;2;1;3;20230702;1;1;2;     .;1;3;1;0;0;1;0;1;1;5;1;5;3;1;2;2; ;500;2; ;2
2023;7;6899;71;11;120114;5;2;1;3;20230630;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6899;112;11;120114;5;2;1;3;20230628;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;6899;133;11;120114;5;2;1;3;20230723;1;1;2;     .;3;3;0;1;0;1;0;1;1;3;1;2;2;1;1;2; ;500;1;1;2
2023;7;7024;56;11;120406;5;8;4;3;20230722;1;1;1;120406;3;3;0;1;0;1;0;1;3;5;3;1;1;3;3;6; ;50; ; ;2
2023;7;7024;57;11;120406;5;8;4;3;20230722;1;1;2;     .;1;1;0;1;0;1;0;1;1;5;1;3;2;2;2;2; ;50;1;2;2
2023;7;7024;59;11;120406;5;8;4;3;20230719;1;2;2;     .;1;1;1;0;1;1;0;1;4;4;4;5;4;2;2;6; ;80; ; ;2
2023;7;7024;151;11;120406;5;8;4;3;20230723;1;1;2;     .;4;3;1;0;0;1;0;1;4;4;3;2;2;2;2;2; ;50;1;2;2
2023;7;7024;152;11;120406;5;8;4;3;20230723;1;1;2;     .;1;1;1;0;0;1;0;1;1;5;3;5;3;2;2;2; ;150;1;2;2
2023;7;7024;153;11;120406;5;8;4;3;20230722;1;1;2;     .;2;3;1;0;0;1;0;1;4;5;3;2;1;2;2;2; ;50;1;2;2
2023;7;7024;154;11;120406;5;8;4;3;20230722;1;1;2;     .;1;1;0;1;0;1;0;1;4;5;4;3;1;2;2;2; ;100;1;2;2
2023;7;7024;155;11;120406;5;8;4;3;20230723;1;1;2;     .;1;1;0;1;0;1;0;1;3;5;3;4;3;2;2;2; ;100;1;2;2
2023;7;7102;6;11;130101;1;1;2;3;20230709;3;2; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7102;21;11;130101;1;1;2;3;20230802;1;1;2;     .;1;1;0;1;0;1;0;1;3;5;5;3;2;2;2;6; ;500; ; ;2
2023;7;7102;53;11;130101;1;1;2;3;20230705;7;2; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7102;68;11;130101;1;1;2;3;20230802;2;1;2;     .;2;2;1;0;1;1;0;1;3;5;4;5;4;2;2;2; ;300;1;1;2
2023;7;7102;83;11;130101;1;1;2;3;20230712;2;1;2;     .;4;1;1;0;1;1;0;1;3;5;1;4;3;3;3;2; ;200;1;1;2
2023;7;7102;99;11;130101;1;1;2;3;20230709;3;2; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7185;9;11;130205;1;4;2;3;20230706;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7185;61;11;130205;1;4;2;3;20230707;1;1;2;     .;2;2;0;1;0;1;0;1;3;6;4;3;2;2;2;6; ;200; ; ;2
2023;7;7185;79;11;130205;1;4;2;3;20230709;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7185;95;11;130205;1;4;2;3;20230708;1;1;2;     .;1;1;1;0;1;1;0;1;3;5;4;6;3;2;2;2; ;200;1;1;2
2023;7;7185;113;12;130205;1;4;2;3;20230709;1;1;2;     .;1;1;0;1;0;1;0;1;3;5;4;4;3;2;2;2; ;100;2; ;2
2023;7;7185;113;22;130205;1;4;2;3;20230709;1;2;2;     .;1;1;0;1;0;1;0; ; ; ; ; ; ; ; ;2; ;250;1;1;2
2023;7;7185;129;11;130205;1;4;2;3;20230707;2;1;2;     .;1;1;1;0;1;1;0;1;3;6;4;4;2;2;2;2; ;300;1;1;2
2023;7;7600;7;11;150128;8;1;2;3;20230707;1;1;2;     .;1;1;1;0;1;1;0;1;1;1;1;6;4;1;1;2; ;2000;1;1;2
2023;7;7600;25;11;150128;8;1;2;3;20230705;1;1;2;     .;1;1;1;0;1;1;0;3;1;3;2;3;1;1;1;2; ;300;1;1;2
2023;7;7600;42;11;150128;8;1;2;3;20230705;2;1;2;     .;1;1;1;0;1;1;0;3;1;3;1;3;2;1;3;6; ;800; ; ;2
2023;7;7600;76;11;150128;8;1;2;3;20230705;5; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7600;94;11;150128;8;1;2;3;20230725;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7600;128;11;150128;8;1;2;3;20230707;1;1;2;     .;1;1;1;0;1;1;0;1;1;3;1;2;1;1;1;2; ;700;3; ;2
2023;7;7666;35;11;150103;8;1;3;3;20230729;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7666;51;11;150103;8;1;3;3;20230729;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7666;69;11;150103;8;1;3;3;20230729;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7666;87;11;150103;8;1;3;3;20230729;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7666;105;11;150103;8;1;3;3;20230729;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7666;124;11;150103;8;1;3;3;20230729;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7666;141;11;150103;8;1;3;3;20230729;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7666;159;11;150103;8;1;3;3;20230729;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7714;2;11;150101;8;1;2;3;20230802;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7714;18;11;150101;8;1;2;3;20230802;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7714;52;11;150101;8;1;2;3;20230707;2;1;2;     .;1;1;1;0;1;1;0;3;3;5;5;2;1;2;2;2; ;500;2; ;2
2023;7;7714;84;11;150101;8;1;2;3;20230708;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7714;101;11;150101;8;1;2;3;20230708;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7714;131;11;150101;8;1;2;3;20230708;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7714;147;11;150101;8;1;2;3;20230709;2;1;2;     .;1;1;1;0;1;1;0;1;1;5;4;4;3;2;2;2; ;1800;1;1;2
2023;7;7714;163;11;150101;8;1;2;3;20230709;3; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7716;10;11;150101;8;1;3;3;20230715;2;1;2;     .;3;3;1;0;1;1;0;1;1;3;1;4;3;2;2;2; ;800;1;1;2
2023;7;7716;23;11;150101;8;1;3;3;20230725;2;1;2;     .;2;2;1;0;1;1;0;1;1;5;1;5;3;2;2;2; ;400;2; ;2
2023;7;7716;38;11;150101;8;1;3;3;20230730;3;1; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7716;55;11;150101;8;1;3;3;20230730;2;1;2;     .;1;1;1;0;1;1;0;1;1;5;1;5;4;2;2;2; ;1000;2; ;2
2023;7;7716;68;11;150101;8;1;3;3;20230713;7; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;7716;113;11;150101;8;1;3;3;20230729;2;1;2;     .;1;1;1;0;1;1;0;1;1;2;1;5;4;2;2;2; ;500;2; ;2
2023;7;7989;14;11;150201;2;3;4;3;20230724;1;2;2;     .;1;3;0;1;0;1;0;1;3;5;5;5;4;2;2;2; ;500;3; ;2
2023;7;7989;33;11;150201;2;3;4;3;20230723;2;1;2;     .;2;3;0;1;1;1;0;1;1;3;1;4;3;2;2;2; ;250;1;1;2
2023;7;7989;73;11;150201;2;3;4;3;20230723;1;1;2;     .;1;1;0;1;1;1;0;1;1;3;1;4;1;3;3;2; ;400;1;1;2
2023;7;7989;92;11;150201;2;3;4;3;20230723;1;1;2;     .;2;2;0;1;0;1;0;1;1;3;1;4;3;2;2;6; ;600; ; ;2
2023;7;7989;113;11;150201;2;3;4;3;20230722;1;1;1;220901;1;1;0;1;0;1;0;1;3;5;5;3;2;2;2;6; ;250; ; ;2
2023;7;7989;133;11;150201;2;3;4;3;20230722;2;1;2;     .;3;3;1;0;1;1;0;1;3;6;8;2;2;2;2;2; ;400;1;1;2
2023;7;8042;29;11;150901;5;5;4;3;20230721;1;1;2;     .;3;3;0;1;0;1;0;1;3;6;4;1;1;2;2;1;100; ; ; ;2
2023;7;8042;44;11;150901;5;5;4;3;20230721;1;1;2;     .;4;3;0;1;0;1;0;1;3;5;3;3;2;3;3;1;200; ; ; ;2
2023;7;8042;60;11;150901;5;5;4;3;20230721;1;1;2;     .;1;1;0;1;1;1;0;4;3;4;4;2;2;3;3;1;250; ; ; ;2
2023;7;8042;76;11;150901;5;5;4;3;20230722;1;1;2;     .;4;3;0;1;0;1;0;1;3;6;4;5;3;2;2;1;100; ; ; ;2
2023;7;8042;107;11;150901;5;5;4;3;20230722;2;1;2;     .;4;3;1;0;1;1;0;1;3;4;4;1;1;2;2;2; ;150;1;1;2
2023;7;8042;138;11;150901;5;5;4;3;20230723;4; ; ;     .; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2023;7;8130;123;11;150605;2;7;4;3;20230723;2;1;2;     .;1;1;1;0;0;1;0;1;1;3;1;5;3;2;2;2; ;500;1;1;2
2023;7;8130;128;11;150605;2;7;4;3;20230722;1;1;2;     .;4;3;0;1;0;1;0;1;3;5;5;3;2;2;2;2; ;50;2; ;2
